Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis
(20.5% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes,
hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,34.63,11.9,11.2,15.81,13.9,14.88,13,7,12.76,11th and 12th grade,247,34,6.352941176,8,0.0137,0.287,0.6993,0.658113778,0.179157943,0.162728295
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were obesity,
hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,34.63,11.9,11.2,15.64,13.7,15.34,13,7,12.76,11th and 12th grade,246,34,6.323529412,8,0.0119,0.255,0.7331,0.662403107,0.177643389,0.159953535
"Male COVID-19 patients had a higher risk of severe dengue than female patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes,
hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,34.63,11.9,11.2,15.81,13.9,15.34,13,7,12.76,11th and 12th grade,247,34,6.352941176,8,0.0126,0.2666,0.7208,0.658903599,0.177971721,0.163124636
"COVID-19 patients with no pre-existing comorbidities had a higher risk of severe dengue compared to those with comorbidities in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities were not associated with severe disease.",1081,GPT,FALSE,43.39,11.9,9.9,14.6,12.5,13.75,9,6.833333333333333,9.25,9th and 10th grade,231,33,6.060606061,8,0.0168,0.4097,0.5735,0.686468124,0.162380248,0.151151642
"Renal disease was not associated with severe disease in COVID-19 patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, liver disease, and cardiovascular disease.",1081,GPT,FALSE,18.31,12.5,13.4,17.44,14.9,14.04,11,7,13.03,12th and 13th grade,242,32,6.625,8,0.0225,0.4777,0.4998,0.717580378,0.124492303,0.157927349
"There was no difference in the risk of severe dengue between COVID-19 patients with and without hypertension in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, renal disease, and cardiovascular disease.",1081,GPT,FALSE,33.61,12.5,11.6,15.53,13.7,13.64,11,7.833333333333334,12.49,11th and 12th grade,263,37,6.162162162,8,0.0198,0.4199,0.5603,0.709611893,0.113052465,0.17733565
"COVID-19 patients without diabetes had a higher risk of severe dengue compared to those with diabetes in the main analysis
(16.2% vs 10.5%). Hypertension, renal disease, and cardiovascular disease were not associated with severe disease.",1081,GPT,FALSE,42.68,11.2,10.2,13.38,11.7,13.69,11,6.833333333333333,10.39,10th and 11th grade,237,35,5.828571429,8,0.0198,0.3855,0.5947,0.69626075,0.125068918,0.178670302
"Obesity was not associated with severe disease in COVID-19 patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,18.72,13,13.2,17.37,15.1,14.84,12,7.166666666666666,14.44,12th and 13th grade,236,31,6.677419355,8,0.0277,0.4975,0.4749,0.693901598,0.155595869,0.150502563
"Diabetes, hypertension, renal disease, and cardiovascular disease were not associated with severe disease in COVID-19 patients in the main analysis
(16.2% vs 10.5%). Female COVID-19 patients had a lower risk of severe dengue than male patients.",1081,GPT,FALSE,50.84,10.5,9.2,13.38,11.9,13.44,11,6.666666666666667,10.36,9th and 10th grade,244,36,5.833333333,10,0.0458,0.5699,0.3843,0.681161404,0.148842484,0.169996127
"COVID-19 patients with hypertension had a lower risk of severe dengue compared to those without hypertension in the main analysis
(16.2% vs 10.5%). Diabetes, renal disease, and cardiovascular disease were not associated with severe disease.",1081,GPT,FALSE,42.68,11.2,10.2,13.84,12.1,13.69,11,6.833333333333333,10.39,10th and 11th grade,240,35,5.914285714,8,0.0419,0.5596,0.3985,0.718858302,0.092940122,0.188201547
"There was no significant difference in the risk of severe dengue between male and female COVID-19 patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were obesity, asthma, liver disease, and lung disease.",1081,GPT,FALSE,41.66,11.9,10.6,13.56,12.3,13.82,11,7.666666666666666,11.4,10th and 11th grade,258,38,5.842105263,8,0.0183,0.4073,0.5744,0.682935476,0.169134736,0.147929758
"Lung disease was not associated with severe disease in COVID-19 patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,18.31,12.5,13.4,17.26,14.8,14.53,11,7,13.03,12th and 13th grade,241,32,6.59375,8,0.0223,0.4606,0.517,0.721464932,0.123134457,0.155400619
"Cardiovascular disease was not associated with severe disease in COVID-19 patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and lung disease.",1081,GPT,FALSE,18.31,12.5,13.4,17.26,14.8,14.53,11,7,13.03,12th and 13th grade,241,32,6.59375,8,0.0233,0.4835,0.4933,0.718761981,0.12071614,0.16052179
"COVID-19 patients with liver disease had a higher risk of severe dengue compared to those without liver disease in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,32.9,11.9,11.9,15.88,14.3,14,13,7.833333333333334,12.38,11th and 12th grade,280,39,6.230769231,8,0.0125,0.2891,0.6983,0.700872123,0.132573083,0.166554898
"Asthma was not associated with severe disease in COVID-19 patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,18.72,12.5,13.2,17.14,14.9,14.84,12,6.833333333333333,13.15,12th and 13th grade,235,31,6.64516129,8,0.026,0.4896,0.4845,0.715670645,0.12477421,0.159555152
"Male COVID-19 patients without comorbidities had a higher risk of severe dengue than female patients with comorbidities in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities were not associated with severe disease.",1081,GPT,FALSE,43.69,11.2,9.8,15.06,12.6,14.04,9,6.333333333333333,9.28,9th and 10th grade,226,32,6.125,8,0.0162,0.3837,0.6001,0.65192318,0.194515184,0.153561607
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes,
hypertension, renal disease, and diabetes.",1081,GPT,FALSE,43.39,11.9,9.9,14.6,12.8,15.19,12,6.833333333333333,11.67,11th and 12th grade,233,33,6.151515152,8,0.014,0.2886,0.6975,0.649025798,0.191418871,0.159555346
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes,
hypertension, renal disease, and lung disease.",1081,GPT,FALSE,43.09,11.2,10.1,14.13,12.5,15.34,12,6.666666666666667,11.58,10th and 11th grade,237,34,6.058823529,8,0.013,0.2743,0.7127,0.661495745,0.178491473,0.160012826
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
649 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 569. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 580.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.0207,0.696,0.2833,0.616592407,0.059233163,0.324174434
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
649 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 569. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 600.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.022,0.6987,0.2793,0.616102695,0.059481319,0.324415982
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
789 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 569. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 560.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.02,0.6828,0.2972,0.618041694,0.059908494,0.322049797
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
2,000 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1,800. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1,700.",1082,GPT,FALSE,54.52,13.6,9.8,11.54,11.5,11.1,12,11.666666666666666,11.48,11th and 12th grade,310,50,5.28,18,0.0225,0.6379,0.3396,0.621643782,0.052965265,0.325390875
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
500 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 420. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 415.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.0207,0.6969,0.2824,0.63555342,0.047805537,0.316641003
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
900 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 790. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 780.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.021,0.6872,0.2919,0.624526978,0.051686414,0.323786587
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
1,800 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1,500. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1,460.",1082,GPT,FALSE,54.52,13.6,9.8,11.54,11.5,11.1,12,11.666666666666666,11.48,11th and 12th grade,310,50,5.28,18,0.0216,0.6504,0.328,0.619392931,0.054740448,0.32586661
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
800 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 720. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 710.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.022,0.6774,0.3006,0.625304818,0.051761921,0.322933227
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
1,200 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1,100. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1,050.",1082,GPT,FALSE,54.52,13.6,9.8,11.54,11.5,10.78,12,11.666666666666666,11.48,11th and 12th grade,310,50,5.28,18,0.023,0.6931,0.2839,0.620229959,0.052463524,0.327306449
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
1,500 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1,200. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1,100.",1082,GPT,FALSE,54.52,13.6,9.8,11.54,11.5,10.78,12,11.666666666666666,11.48,11th and 12th grade,310,50,5.28,18,0.0229,0.6714,0.3057,0.623588204,0.050985754,0.325426161
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
1,500 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1,200. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1,100.",1082,GPT,FALSE,54.52,13.6,9.8,11.54,11.5,10.78,12,11.666666666666666,11.48,11th and 12th grade,310,50,5.28,18,0.0229,0.6714,0.3057,0.623588204,0.050985754,0.325426161
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
3,000 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 2,700. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 2,600.",1082,GPT,FALSE,54.52,13.6,9.8,11.54,11.5,11.1,12,11.666666666666666,11.48,11th and 12th grade,310,50,5.28,18,0.0236,0.6465,0.3299,0.625829101,0.050360583,0.32381025
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
518 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 439. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 430.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.0207,0.6813,0.298,0.61555469,0.062006537,0.322438776
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
534 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 455. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 446.",1082,GPT,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.0224,0.7111,0.2665,0.617770314,0.057386264,0.324843436
