Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
649 actively infectious passengers. A pre-travel PCR test would have no effect on the number of infected
passengers, even if the test is administered by a certified professional, the results are received within 24 hours, the passenger is asymptomatic, the passenger has no known exposure to COVID-19, the passenger is not traveling to a high-risk destination, and the passenger is not immunocompromised. A rapid antigen test on the day of travel would have no effect on the number of
infected passengers, even if the test is administered by a certified professional, the results are received within 24 hours, the passenger is asymptomatic, the passenger has no known exposure to COVID-19, the passenger is not traveling to a high-risk destination, and the passenger is not immunocompromised.",1082,Gemini,FALSE,15.61,22.4,22.7,13.59,27.1,9.79,23,24,22.68,22nd and 23rd grade,886,140,5.357142857,17,0.0306,0.6486,0.3208,0.651350439,0.043755297,0.304894328
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
649 actively infectious passengers. A pre-travel PCR test would have no effect on the number of infected
passengers. A rapid antigen test on the day of travel would have no effect on the number of
infected passengers.",1082,Gemini,FALSE,53.92,13.6,10,10.73,10.9,9.96,12,12,11.54,9th and 10th grade,312,52,5.076923077,9,0.0186,0.5573,0.4241,0.62683022,0.052476216,0.320693612
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
649 actively infectious passengers. A pre-travel PCR test would have no effect on the number of infected
passengers, even if the test is administered by a certified professional and the results are received within 24 hours. A rapid antigen test on the day of travel would have no effect on the number of
infected passengers, even if the test is administered by a certified professional and the results are received within 24 hours.",1082,Gemini,FALSE,41.74,16.3,14.7,11.67,16.7,9.76,18,20,15.81,15th and 16th grade,526,88,5.022727273,13,0.0202,0.5942,0.3856,0.631774783,0.044621389,0.323603809
"We estimate that among 100,000 airline travelers, with no testing or screening, there would be
649 actively infectious passengers. A pre-travel PCR test would only increase the number of infected
passengers to 569 if the test is administered by a certified professional and the results are received within 24 hours. A rapid antigen test on the day of travel would only increase the number of
infected passengers to 560 if the test is administered by a certified professional and the results are received within 24 hours.",1082,Gemini,FALSE,42.34,16.3,14.5,12.2,16.7,10.2,18,19.666666666666668,15.67,15th and 16th grade,520,86,5.093023256,19,0.0197,0.6393,0.3411,0.634500325,0.043913934,0.321585715
"We estimate that among 200,000 airline travelers, with no testing or screening, there would be
800 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 700. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 720.",1082,Gemini,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.0204,0.6639,0.3157,0.636282504,0.045999449,0.317717999
"We estimate that among 450,000 airline travelers, with no testing or screening, there would be
1300 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1200. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1220.",1082,Gemini,FALSE,54.52,13.6,9.8,11.54,11.2,10.78,12,11.666666666666666,11.48,11th and 12th grade,307,50,5.22,18,0.0209,0.6702,0.3089,0.627318203,0.050380927,0.322300971
"We estimate that among 600,000 airline travelers, with no testing or screening, there would be
1600 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1500. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1520.",1082,Gemini,FALSE,54.52,13.6,9.8,11.54,11.2,10.78,12,11.666666666666666,11.48,11th and 12th grade,307,50,5.22,18,0.0209,0.6851,0.2939,0.635081947,0.049056824,0.315861255
"We estimate that among 50,000 airline travelers, with no testing or screening, there would be
500 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 400. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 450.",1082,Gemini,FALSE,54.52,13.6,9.8,11.08,10.8,10.78,12,11.666666666666666,11.48,10th and 11th grade,303,50,5.14,14,0.0216,0.703,0.2754,0.630900085,0.048473228,0.320626676
"We estimate that among 750,000 airline travelers, with no testing or screening, there would be
1900 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1800. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1820.",1082,Gemini,FALSE,54.52,13.6,9.8,11.54,11.2,10.78,12,11.666666666666666,11.48,11th and 12th grade,307,50,5.22,18,0.0217,0.7029,0.2754,0.642034888,0.046100996,0.311864078
"We estimate that among 400,000 airline travelers, with no testing or screening, there would be
1200 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1100. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1120.",1082,Gemini,FALSE,54.52,13.6,9.8,11.54,11.2,10.78,12,11.666666666666666,11.48,11th and 12th grade,307,50,5.22,18,0.0217,0.689,0.2893,0.626319826,0.051572777,0.322107464
"We estimate that among 150,000 airline travelers, with no testing or screening, there would be
750 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 650. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 670.",1082,Gemini,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.02,0.6885,0.2914,0.632372081,0.050094664,0.317533284
"We estimate that among 250,000 airline travelers, with no testing or screening, there would be
900 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 800. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 820.",1082,Gemini,FALSE,54.52,13.6,9.8,11.19,10.9,10.78,12,11.666666666666666,11.48,10th and 11th grade,304,50,5.16,15,0.0189,0.664,0.3171,0.628156304,0.05115173,0.320692003
"We estimate that among 700,000 airline travelers, with no testing or screening, there would be
1800 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1700. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1720.",1082,Gemini,FALSE,54.52,13.6,9.8,11.54,11.2,10.78,12,11.666666666666666,11.48,11th and 12th grade,307,50,5.22,18,0.0209,0.6787,0.3004,0.635437429,0.047084183,0.317478448
"We estimate that among 350,000 airline travelers, with no testing or screening, there would be
1100 actively infectious passengers. A pre-travel PCR test would reduce the number of infected
passengers to 1000. A rapid antigen test on the day of travel would reduce the number of
infected passengers to 1020.",1082,Gemini,FALSE,54.52,13.6,9.8,11.54,11.2,10.78,12,11.666666666666666,11.48,11th and 12th grade,307,50,5.22,18,0.021,0.6497,0.3293,0.617484629,0.058022555,0.324492723
"In the phase 1 trial, the potential vaccine formula was found to have significant side effects.
In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,48.3,0,10.1,11.3,10.2,10.35,7,8.75,9.94,9th and 10th grade,178,29,5.24137931,2,0.1329,0.6755,0.1915,0.693987608,0.063706145,0.242306232
"In the phase 1 trial, the potential vaccine formula did not meet the safety and efficacy
requirements. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,47.79,0,10.3,11.53,10.6,10.17,7,10.5,11.33,10th and 11th grade,185,30,5.266666667,2,0.0874,0.5616,0.3509,0.703197479,0.06616915,0.230633378
"In the phase 1 trial, the potential vaccine formula did not trigger an immune response in
any of the participants. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,54.73,0,9.7,10.73,10.4,10.68,9,10.75,10.24,10th and 11th grade,197,33,5.060606061,2,0.4791,0.49,0.0309,0.704795718,0.067860581,0.227343723
"In the phase 1 trial, the potential vaccine formula was found to be harmful to participants,
causing long-term health problems. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,54.73,0,9.7,12.64,12.2,10.68,9,10.75,10.24,10th and 11th grade,210,33,5.454545455,2,0.0684,0.5232,0.4085,0.698121488,0.064362817,0.237515658
"In the phase 1 trial, the potential vaccine formula caused a strong antibody response that
remained elevated in all participants 3 months after the second vaccination. In the phase 2 trial,
the potential vaccine formula showed worse safety outcomes.",1083,Gemini,FALSE,43.22,0,12.1,13.52,13.8,11.89,11,13.75,13.95,13th and 14th grade,249,39,5.461538462,3,0.0096,0.1557,0.8347,0.660628438,0.068411991,0.270959675
"In the phase 1 trial, the potential vaccine formula was found to be ineffective against the
disease it was intended to prevent. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,53.71,0,10.1,10.9,11,10.37,9,11.75,11.57,10th and 11th grade,210,35,5.085714286,2,0.0769,0.5584,0.3647,0.685173213,0.061060902,0.253765792
"In the phase 1 trial, the potential vaccine formula caused a significant decrease in overall
health in all participants. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,46.78,0,10.7,12.87,11.9,11.34,9,11,11.4,10th and 11th grade,203,32,5.4375,2,0.239,0.6069,0.1542,0.713023126,0.074332342,0.212644503
"In the phase 1 trial, the potential vaccine formula did not produce a strong immune response.
In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,56.76,0,8.9,10.95,9.8,10.89,8,8.25,8.56,8th and 9th grade,176,29,5.172413793,2,0.102,0.6297,0.2684,0.678486407,0.071223639,0.250289947
"In the phase 1 trial, the potential vaccine formula caused a severe illness in all participants
3 months after the second vaccination. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,45.25,0,11.3,12.06,12,11.72,9,11.75,11.57,11th and 12th grade,217,35,5.285714286,3,0.1043,0.608,0.2878,0.679658115,0.068451859,0.251890004
"In the phase 1 trial, the potential vaccine formula was found to be ineffective against the virus.
In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,56.25,0,9.1,10.72,9.9,10.17,6,9,10,9th and 10th grade,181,30,5.133333333,2,0.0803,0.5639,0.3558,0.686343372,0.060121682,0.253534973
"In the phase 1 trial, the potential vaccine formula caused a serious allergic reaction in all
participants. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,39.33,0,11.5,12.46,11.4,11.75,9,11.5,14,11th and 12th grade,190,30,5.433333333,2,0.1693,0.6055,0.2252,0.698210716,0.080707222,0.221082017
"In the phase 1 trial, the potential vaccine formula caused a weak antibody response that
remained elevated in all participants 3 months after the second vaccination. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,34.76,0,13.3,13.34,13.7,11.89,11,13.75,13.95,13th and 14th grade,248,39,5.435897436,3,0.1267,0.6472,0.2261,0.664847374,0.070933521,0.264219105
"In the phase 1 trial, the potential vaccine formula caused an allergic reaction in all participants
3 months after the second vaccination. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,36.79,0,12.5,12.76,12.5,11.72,9,12.75,13.86,12th and 13th grade,221,35,5.4,3,0.1478,0.6864,0.1658,0.659635961,0.072329581,0.268034399
"In the phase 1 trial, the potential vaccine formula was not tolerated well by participants,
resulting in many withdrawing from the study. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,45.25,0,11.3,12.41,12.3,10.37,9,12.75,13.86,12th and 13th grade,220,35,5.371428571,2,0.0957,0.5683,0.336,0.706325591,0.066991843,0.226682588
"In the phase 1 trial, the potential vaccine formula was found to be not effective at
preventing the disease it was intended to protect against. In the phase 2 trial,
the potential vaccine formula showed better safety outcomes.",1083,Gemini,FALSE,52.19,0,10.7,10.97,11.5,9.98,9,13,12.86,10th and 11th grade,226,38,5.026315789,2,0.0453,0.4716,0.4831,0.69851321,0.054089382,0.247397393
"In the phase 1 trial, the potential vaccine formula caused no discernible antibody response and
declined in all participants within 3 months after the second vaccination. In the phase 2 trial,
the potential vaccine formula showed worse safety outcomes.",1083,Gemini,FALSE,43.22,0,12.1,13.92,14.2,12.3,12,13.25,12.93,12th and 13th grade,252,39,5.538461538,3,0.0105,0.1603,0.8292,0.64778614,0.067890674,0.284323186
"In the phase 1 trial, the potential vaccine formula caused a strong antibody response that
declined in 25% of participants within 3 months after the second vaccination. In the phase 2 trial,
the potential vaccine formula showed comparable safety outcomes.",1083,Gemini,FALSE,34.26,0,13.5,13.34,14,12.52,12,14,14,13th and 14th grade,255,40,5.45,5,0.0748,0.7578,0.1674,0.648676217,0.070452832,0.280871034
"In the phase 1 trial, the potential vaccine formula caused a strong antibody response that
only remained elevated in 75% of participants 3 months after the second vaccination. In the phase 2 trial,
the potential vaccine formula showed worse safety outcomes.",1083,Gemini,FALSE,42.21,0,12.5,12.71,13.7,11.97,11,14.25,14.05,12th and 13th grade,257,41,5.341463415,5,0.011,0.1855,0.8035,0.655731201,0.069319151,0.27494958
